"","id","age","day","week","cond","base","y","weight_1","weight_2","weight_3"
"1923",193,37,"Monday",3,"control",239,233,233,233,233
"1924",193,37,"Wednesday",4,"control",239,235,235,235,235
"1925",193,37,"Monday",5,"control",239,234,234,234,234
"1926",193,37,"Wednesday",6,"control",239,235,235,235,235
"1927",193,37,"Monday",7,"control",239,240,240,240,240
"1928",193,37,"Wednesday",8,"control",239,235,235,235,235
"1929",193,37,"Monday",9,"control",239,240,240,240,240
"1930",193,37,"Wednesday",10,"control",239,239,239,239,239
"1931",194,39,"Monday",1,"control",249,248,248,248,248
"1932",194,39,"Wednesday",2,"control",249,248,248,248,248
"1933",194,39,"Monday",3,"control",249,249,249,249,249
"1934",194,39,"Wednesday",4,"control",249,249,249,249,249
"1935",194,39,"Monday",5,"control",249,251,251,251,251
"1936",194,39,"Wednesday",6,"control",249,249,249,249,249
"1937",194,39,"Monday",7,"control",249,252,252,252,252
"1938",194,39,"Wednesday",8,"control",249,249,249,249,249
"1939",194,39,"Monday",9,"control",249,247,247,247,247
"1940",194,39,"Wednesday",10,"control",249,245,245,245,245
"1941",195,40,"Monday",1,"control",243,242,242,242,242
"1942",195,40,"Wednesday",2,"control",243,247,247,247,247
"1943",195,40,"Monday",3,"control",243,242,242,242,242
"1944",195,40,"Wednesday",4,"control",243,241,241,241,241
"1945",195,40,"Monday",5,"control",243,240,240,240,240
"1946",195,40,"Wednesday",6,"control",243,246,246,246,246
"1947",195,40,"Monday",7,"control",243,238,238,238,238
"1948",195,40,"Wednesday",8,"control",243,239,239,239,239
"1949",195,40,"Monday",9,"control",243,242,242,242,242
"1950",195,40,"Wednesday",10,"control",243,245,245,245,245
"1951",196,37,"Monday",1,"control",240,243,243,243,243
"1952",196,37,"Wednesday",2,"control",240,236,236,236,236
"1953",196,37,"Monday",3,"control",240,246,246,246,246
"1954",196,37,"Wednesday",4,"control",240,242,242,242,242
"1955",196,37,"Monday",5,"control",240,240,240,240,240
"1956",196,37,"Wednesday",6,"control",240,239,239,239,239
"1957",196,37,"Monday",7,"control",240,239,239,239,239
"1958",196,37,"Wednesday",8,"control",240,243,243,243,243
"1959",196,37,"Monday",9,"control",240,241,241,241,241
"1960",196,37,"Wednesday",10,"control",240,239,239,239,239
"1961",197,31,"Monday",1,"control",243,247,247,247,247
"1962",197,31,"Wednesday",2,"control",243,241,241,241,241
"1963",197,31,"Monday",3,"control",243,242,242,NA,242
"1964",197,31,"Wednesday",4,"control",243,243,243,243,243
"1965",197,31,"Monday",5,"control",243,243,243,243,243
"1966",197,31,"Wednesday",6,"control",243,239,239,239,239
"1967",197,31,"Monday",7,"control",243,242,242,242,242
"1968",197,31,"Wednesday",8,"control",243,246,246,246,246
"1969",197,31,"Monday",9,"control",243,240,240,240,240
"1970",197,31,"Wednesday",10,"control",243,245,245,245,245
"1971",198,35,"Monday",1,"control",236,237,237,237,237
"1972",198,35,"Wednesday",2,"control",236,240,240,240,240
"1973",198,35,"Monday",3,"control",236,236,236,236,236
"1974",198,35,"Wednesday",4,"control",236,233,233,233,233
"1975",198,35,"Monday",5,"control",236,233,233,NA,233
"1976",198,35,"Wednesday",6,"control",236,242,242,242,242
"1977",198,35,"Monday",7,"control",236,234,234,234,234
"1978",198,35,"Wednesday",8,"control",236,237,237,237,237
"1979",198,35,"Monday",9,"control",236,236,236,236,236
"1980",198,35,"Wednesday",10,"control",236,240,240,240,240
"1981",199,40,"Monday",1,"control",256,259,259,259,259
"1982",199,40,"Wednesday",2,"control",256,255,255,255,255
"1983",199,40,"Monday",3,"control",256,259,259,259,259
"1984",199,40,"Wednesday",4,"control",256,259,259,259,259
"1985",199,40,"Monday",5,"control",256,257,257,257,257
"1986",199,40,"Wednesday",6,"control",256,252,252,252,252
"1987",199,40,"Monday",7,"control",256,253,253,253,253
"1988",199,40,"Wednesday",8,"control",256,251,251,251,251
"1989",199,40,"Monday",9,"control",256,259,259,259,259
"1990",199,40,"Wednesday",10,"control",256,258,258,258,258
"1991",200,35,"Monday",1,"control",231,233,233,233,233
"1992",200,35,"Wednesday",2,"control",231,231,231,231,231
"1993",200,35,"Monday",3,"control",231,234,234,NA,234
"1994",200,35,"Wednesday",4,"control",231,226,226,226,226
"1995",200,35,"Monday",5,"control",231,231,231,231,231
"1996",200,35,"Wednesday",6,"control",231,236,236,236,236
"1997",200,35,"Monday",7,"control",231,237,237,237,237
"1998",200,35,"Wednesday",8,"control",231,229,229,229,229
"1999",200,35,"Monday",9,"control",231,233,233,233,233
"2000",200,35,"Wednesday",10,"control",231,232,232,232,232
"2001",201,32,"Monday",1,"control",257,260,NA,260,260
"2002",201,32,"Wednesday",2,"control",257,257,257,257,257
"2003",201,32,"Monday",3,"control",257,253,NA,NA,253
"2004",201,32,"Wednesday",4,"control",257,257,257,257,257
"2005",201,32,"Monday",5,"control",257,251,NA,251,251
"2006",201,32,"Wednesday",6,"control",257,256,256,256,256
"2007",201,32,"Monday",7,"control",257,261,NA,261,261
"2008",201,32,"Wednesday",8,"control",257,259,259,259,259
"2009",201,32,"Monday",9,"control",257,259,NA,259,259
"2010",201,32,"Wednesday",10,"control",257,256,256,256,256
"2011",202,39,"Monday",1,"control",247,250,250,250,250
"2012",202,39,"Wednesday",2,"control",247,247,247,247,247
"2013",202,39,"Monday",3,"control",247,247,247,247,247
"2014",202,39,"Wednesday",4,"control",247,248,248,248,248
"2015",202,39,"Monday",5,"control",247,242,242,242,242
"2016",202,39,"Wednesday",6,"control",247,246,246,246,246
"2017",202,39,"Monday",7,"control",247,250,250,250,250
"2018",202,39,"Wednesday",8,"control",247,255,255,255,255
"2019",202,39,"Monday",9,"control",247,239,239,239,239
"2020",202,39,"Wednesday",10,"control",247,248,248,248,248
"2021",203,37,"Monday",1,"control",238,236,236,236,236
"2022",203,37,"Wednesday",2,"control",238,242,242,242,242
"2023",203,37,"Monday",3,"control",238,238,238,238,238
"2024",203,37,"Wednesday",4,"control",238,234,234,234,234
"2025",203,37,"Monday",5,"control",238,241,241,241,241
"2026",203,37,"Wednesday",6,"control",238,240,240,240,240
"2027",203,37,"Monday",7,"control",238,236,236,NA,236
"2028",203,37,"Wednesday",8,"control",238,238,238,238,238
"2029",203,37,"Monday",9,"control",238,237,237,237,237
"2030",203,37,"Wednesday",10,"control",238,239,239,239,239
"2031",204,39,"Monday",1,"control",244,251,251,251,251
"2032",204,39,"Wednesday",2,"control",244,247,247,247,247
"2033",204,39,"Monday",3,"control",244,247,247,247,247
"2034",204,39,"Wednesday",4,"control",244,248,248,248,248
"2035",204,39,"Monday",5,"control",244,248,248,248,248
"2036",204,39,"Wednesday",6,"control",244,241,241,241,241
"2037",204,39,"Monday",7,"control",244,249,249,249,249
"2038",204,39,"Wednesday",8,"control",244,244,244,244,244
"2039",204,39,"Monday",9,"control",244,242,242,242,242
"2040",204,39,"Wednesday",10,"control",244,244,244,244,244
"2041",205,40,"Monday",1,"control",243,246,246,NA,246
"2042",205,40,"Wednesday",2,"control",243,238,238,238,238
"2043",205,40,"Monday",3,"control",243,244,244,244,244
"2044",205,40,"Wednesday",4,"control",243,242,242,242,242
"2045",205,40,"Monday",5,"control",243,242,242,242,242
"2046",205,40,"Wednesday",6,"control",243,243,243,243,243
"2047",205,40,"Monday",7,"control",243,246,246,246,246
"2048",205,40,"Wednesday",8,"control",243,243,243,243,243
"2049",205,40,"Monday",9,"control",243,238,238,238,238
"2050",205,40,"Wednesday",10,"control",243,239,239,239,239
"2051",206,37,"Monday",1,"control",260,261,261,261,261
"2052",206,37,"Wednesday",2,"control",260,266,266,266,NA
"2053",206,37,"Monday",3,"control",260,258,258,NA,258
"2054",206,37,"Wednesday",4,"control",260,256,256,256,256
"2055",206,37,"Monday",5,"control",260,258,258,258,258
"2056",206,37,"Wednesday",6,"control",260,256,256,256,256
"2057",206,37,"Monday",7,"control",260,258,258,258,258
"2058",206,37,"Wednesday",8,"control",260,261,261,261,261
"2059",206,37,"Monday",9,"control",260,266,266,266,NA
"2060",206,37,"Wednesday",10,"control",260,258,258,258,258
"2061",207,31,"Monday",1,"control",245,239,239,239,239
"2062",207,31,"Wednesday",2,"control",245,245,245,245,245
"2063",207,31,"Monday",3,"control",245,244,244,244,244
"2064",207,31,"Wednesday",4,"control",245,243,243,243,243
"2065",207,31,"Monday",5,"control",245,242,242,242,242
"2066",207,31,"Wednesday",6,"control",245,249,249,249,249
"2067",207,31,"Monday",7,"control",245,247,247,247,247
"2068",207,31,"Wednesday",8,"control",245,244,244,244,244
"2069",207,31,"Monday",9,"control",245,246,246,246,246
"2070",207,31,"Wednesday",10,"control",245,248,248,NA,248
"2071",208,35,"Monday",1,"control",253,254,254,254,254
"2072",208,35,"Wednesday",2,"control",253,256,256,256,256
"2073",208,35,"Monday",3,"control",253,249,249,249,249
"2074",208,35,"Wednesday",4,"control",253,257,257,257,257
"2075",208,35,"Monday",5,"control",253,257,257,257,257
"2076",208,35,"Wednesday",6,"control",253,254,254,NA,254
"2077",208,35,"Monday",7,"control",253,253,253,NA,253
"2078",208,35,"Wednesday",8,"control",253,251,251,NA,251
"2079",208,35,"Monday",9,"control",253,251,251,251,251
"2080",208,35,"Wednesday",10,"control",253,256,256,256,256
"2081",209,40,"Monday",1,"control",234,233,233,233,233
"2082",209,40,"Wednesday",2,"control",234,236,236,236,236
"2083",209,40,"Monday",3,"control",234,237,237,237,237
"2084",209,40,"Wednesday",4,"control",234,237,237,237,237
"2085",209,40,"Monday",5,"control",234,229,229,NA,229
"2086",209,40,"Wednesday",6,"control",234,235,235,235,235
"2087",209,40,"Monday",7,"control",234,232,232,232,232
"2088",209,40,"Wednesday",8,"control",234,237,237,237,237
"2089",209,40,"Monday",9,"control",234,232,232,232,232
"2090",209,40,"Wednesday",10,"control",234,238,238,238,238
"2091",210,35,"Monday",1,"control",245,246,246,246,246
"2092",210,35,"Wednesday",2,"control",245,242,242,242,242
"2093",210,35,"Monday",3,"control",245,243,243,243,243
"2094",210,35,"Wednesday",4,"control",245,242,242,242,242
"2095",210,35,"Monday",5,"control",245,245,245,245,245
"2096",210,35,"Wednesday",6,"control",245,249,249,249,249
"2097",210,35,"Monday",7,"control",245,243,243,243,243
"2098",210,35,"Wednesday",8,"control",245,249,249,249,249
"2099",210,35,"Monday",9,"control",245,245,245,245,245
"2100",210,35,"Wednesday",10,"control",245,247,247,247,247
"2101",211,32,"Monday",1,"control",252,256,NA,256,256
"2102",211,32,"Wednesday",2,"control",252,247,247,247,247
"2103",211,32,"Monday",3,"control",252,249,NA,249,249
"2104",211,32,"Wednesday",4,"control",252,257,257,257,257
"2105",211,32,"Monday",5,"control",252,251,NA,NA,251
"2106",211,32,"Wednesday",6,"control",252,252,252,NA,252
"2107",211,32,"Monday",7,"control",252,254,NA,254,254
"2108",211,32,"Wednesday",8,"control",252,254,254,254,254
"2109",211,32,"Monday",9,"control",252,258,NA,258,258
"2110",211,32,"Wednesday",10,"control",252,251,251,251,251
"2111",212,39,"Monday",1,"control",262,262,262,262,262
"2112",212,39,"Wednesday",2,"control",262,259,259,259,259
"2113",212,39,"Monday",3,"control",262,263,263,263,263
"2114",212,39,"Wednesday",4,"control",262,266,266,266,NA
"2115",212,39,"Monday",5,"control",262,265,265,265,265
"2116",212,39,"Wednesday",6,"control",262,261,261,261,261
"2117",212,39,"Monday",7,"control",262,259,259,259,259
"2118",212,39,"Wednesday",8,"control",262,262,262,262,262
"2119",212,39,"Monday",9,"control",262,267,267,267,NA
"2120",212,39,"Wednesday",10,"control",262,265,265,265,265
"2121",213,37,"Monday",1,"control",238,238,238,238,238
"2122",213,37,"Wednesday",2,"control",238,242,242,242,242
"2123",213,37,"Monday",3,"control",238,235,235,235,235
"2124",213,37,"Wednesday",4,"control",238,240,240,NA,240
"2125",213,37,"Monday",5,"control",238,239,239,239,239
"2126",213,37,"Wednesday",6,"control",238,235,235,235,235
"2127",213,37,"Monday",7,"control",238,237,237,237,237
"2128",213,37,"Wednesday",8,"control",238,239,239,239,239
"2129",213,37,"Monday",9,"control",238,235,235,235,235
"2130",213,37,"Wednesday",10,"control",238,236,236,236,236
"2131",214,39,"Monday",1,"control",259,251,251,251,251
"2132",214,39,"Wednesday",2,"control",259,259,259,259,259
"2133",214,39,"Monday",3,"control",259,257,257,257,257
"2134",214,39,"Wednesday",4,"control",259,250,250,250,250
"2135",214,39,"Monday",5,"control",259,262,262,262,262
"2136",214,39,"Wednesday",6,"control",259,258,258,258,258
"2137",214,39,"Monday",7,"control",259,263,263,263,263
"2138",214,39,"Wednesday",8,"control",259,258,258,258,258
"2139",214,39,"Monday",9,"control",259,262,262,262,262
"2140",214,39,"Wednesday",10,"control",259,265,265,265,265
"2141",215,40,"Monday",1,"control",255,253,253,253,253
"2142",215,40,"Wednesday",2,"control",255,257,257,257,257
"2143",215,40,"Monday",3,"control",255,261,261,261,261
"2144",215,40,"Wednesday",4,"control",255,253,253,253,253
"2145",215,40,"Monday",5,"control",255,257,257,NA,257
"2146",215,40,"Wednesday",6,"control",255,260,260,260,260
"2147",215,40,"Monday",7,"control",255,254,254,254,254
"2148",215,40,"Wednesday",8,"control",255,256,256,256,256
"2149",215,40,"Monday",9,"control",255,256,256,256,256
"2150",215,40,"Wednesday",10,"control",255,258,258,258,258
"2151",216,37,"Monday",1,"control",263,261,261,261,261
"2152",216,37,"Wednesday",2,"control",263,266,266,266,NA
"2153",216,37,"Monday",3,"control",263,260,260,260,260
"2154",216,37,"Wednesday",4,"control",263,258,258,258,258
"2155",216,37,"Monday",5,"control",263,264,264,264,264
"2156",216,37,"Wednesday",6,"control",263,262,262,262,262
"2157",216,37,"Monday",7,"control",263,266,266,266,NA
"2158",216,37,"Wednesday",8,"control",263,262,262,262,262
"2159",216,37,"Monday",9,"control",263,261,261,261,261
"2160",216,37,"Wednesday",10,"control",263,259,259,259,259
"2161",217,31,"Monday",1,"control",224,223,223,223,223
"2162",217,31,"Wednesday",2,"control",224,227,227,227,227
"2163",217,31,"Monday",3,"control",224,225,225,225,225
"2164",217,31,"Wednesday",4,"control",224,223,223,223,223
"2165",217,31,"Monday",5,"control",224,223,223,223,223
"2166",217,31,"Wednesday",6,"control",224,220,220,220,220
"2167",217,31,"Monday",7,"control",224,221,221,221,221
"2168",217,31,"Wednesday",8,"control",224,219,219,219,219
"2169",217,31,"Monday",9,"control",224,221,221,221,221
"2170",217,31,"Wednesday",10,"control",224,225,225,225,225
"2171",218,35,"Monday",1,"control",268,263,263,263,263
"2172",218,35,"Wednesday",2,"control",268,271,271,271,NA
"2173",218,35,"Monday",3,"control",268,270,270,270,NA
"2174",218,35,"Wednesday",4,"control",268,270,270,270,NA
"2175",218,35,"Monday",5,"control",268,270,270,270,NA
"2176",218,35,"Wednesday",6,"control",268,271,271,271,NA
"2177",218,35,"Monday",7,"control",268,264,264,264,264
"2178",218,35,"Wednesday",8,"control",268,269,269,NA,NA
"2179",218,35,"Monday",9,"control",268,268,268,268,NA
"2180",218,35,"Wednesday",10,"control",268,264,264,264,264
"2181",219,40,"Monday",1,"control",247,247,247,247,247
"2182",219,40,"Wednesday",2,"control",247,243,243,243,243
"2183",219,40,"Monday",3,"control",247,249,249,249,249
"2184",219,40,"Wednesday",4,"control",247,241,241,241,241
"2185",219,40,"Monday",5,"control",247,246,246,246,246
"2186",219,40,"Wednesday",6,"control",247,247,247,247,247
"2187",219,40,"Monday",7,"control",247,247,247,247,247
"2188",219,40,"Wednesday",8,"control",247,254,254,254,254
"2189",219,40,"Monday",9,"control",247,250,250,250,250
"2190",219,40,"Wednesday",10,"control",247,244,244,244,244
"2191",220,35,"Monday",1,"control",259,263,263,263,263
"2192",220,35,"Wednesday",2,"control",259,255,255,255,255
"2193",220,35,"Monday",3,"control",259,260,260,260,260
"2194",220,35,"Wednesday",4,"control",259,258,258,258,258
"2195",220,35,"Monday",5,"control",259,259,259,259,259
"2196",220,35,"Wednesday",6,"control",259,256,256,256,256
"2197",220,35,"Monday",7,"control",259,260,260,260,260
"2198",220,35,"Wednesday",8,"control",259,256,256,256,256
"2199",220,35,"Monday",9,"control",259,259,259,259,259
"2200",220,35,"Wednesday",10,"control",259,259,259,259,259
"2201",221,32,"Monday",1,"control",255,252,NA,252,252
"2202",221,32,"Wednesday",2,"control",255,256,256,256,256
"2203",221,32,"Monday",3,"control",255,257,NA,257,257
"2204",221,32,"Wednesday",4,"control",255,257,257,257,257
"2205",221,32,"Monday",5,"control",255,256,NA,256,256
"2206",221,32,"Wednesday",6,"control",255,254,254,254,254
"2207",221,32,"Monday",7,"control",255,257,NA,257,257
"2208",221,32,"Wednesday",8,"control",255,256,256,256,256
"2209",221,32,"Monday",9,"control",255,254,NA,254,254
"2210",221,32,"Wednesday",10,"control",255,261,261,261,261
"2211",222,39,"Monday",1,"control",243,241,241,241,241
"2212",222,39,"Wednesday",2,"control",243,243,243,243,243
"2213",222,39,"Monday",3,"control",243,241,241,241,241
"2214",222,39,"Wednesday",4,"control",243,243,243,243,243
"2215",222,39,"Monday",5,"control",243,245,245,245,245
"2216",222,39,"Wednesday",6,"control",243,239,239,239,239
"2217",222,39,"Monday",7,"control",243,241,241,241,241
"2218",222,39,"Wednesday",8,"control",243,241,241,241,241
"2219",222,39,"Monday",9,"control",243,242,242,242,242
"2220",222,39,"Wednesday",10,"control",243,243,243,243,243
"2221",223,37,"Monday",1,"control",237,237,237,237,237
"2222",223,37,"Wednesday",2,"control",237,235,235,235,235
"2223",223,37,"Monday",3,"control",237,233,233,233,233
"2224",223,37,"Wednesday",4,"control",237,241,241,241,241
"2225",223,37,"Monday",5,"control",237,232,232,232,232
"2226",223,37,"Wednesday",6,"control",237,234,234,234,234
"2227",223,37,"Monday",7,"control",237,239,239,239,239
"2228",223,37,"Wednesday",8,"control",237,229,229,229,229
"2229",223,37,"Monday",9,"control",237,242,242,242,242
"2230",223,37,"Wednesday",10,"control",237,233,233,233,233
"2231",224,39,"Monday",1,"control",264,267,267,267,NA
"2232",224,39,"Wednesday",2,"control",264,263,263,263,263
"2233",224,39,"Monday",3,"control",264,264,264,264,264
"2234",224,39,"Wednesday",4,"control",264,265,265,265,265
"2235",224,39,"Monday",5,"control",264,262,262,262,262
"2236",224,39,"Wednesday",6,"control",264,266,266,266,NA
"2237",224,39,"Monday",7,"control",264,266,266,266,NA
"2238",224,39,"Wednesday",8,"control",264,264,264,264,264
"2239",224,39,"Monday",9,"control",264,263,263,263,263
"2240",224,39,"Wednesday",10,"control",264,264,264,264,264
"2241",225,40,"Monday",1,"control",261,261,261,261,261
"2242",225,40,"Wednesday",2,"control",261,262,262,262,262
"2243",225,40,"Monday",3,"control",261,260,260,260,260
"2244",225,40,"Wednesday",4,"control",261,257,257,257,257
"2245",225,40,"Monday",5,"control",261,259,259,259,259
"2246",225,40,"Wednesday",6,"control",261,261,261,261,261
"2247",225,40,"Monday",7,"control",261,261,261,261,261
"2248",225,40,"Wednesday",8,"control",261,266,266,266,NA
"2249",225,40,"Monday",9,"control",261,261,261,261,261
"2250",225,40,"Wednesday",10,"control",261,260,260,NA,260
"2251",226,37,"Monday",1,"control",247,245,245,245,245
"2252",226,37,"Wednesday",2,"control",247,249,249,249,249
"2253",226,37,"Monday",3,"control",247,245,245,245,245
"2254",226,37,"Wednesday",4,"control",247,249,249,249,249
"2255",226,37,"Monday",5,"control",247,247,247,247,247
"2256",226,37,"Wednesday",6,"control",247,239,239,239,239
"2257",226,37,"Monday",7,"control",247,245,245,245,245
"2258",226,37,"Wednesday",8,"control",247,255,255,255,255
"2259",226,37,"Monday",9,"control",247,244,244,244,244
"2260",226,37,"Wednesday",10,"control",247,250,250,250,250
"2261",227,31,"Monday",1,"control",247,250,250,250,250
"2262",227,31,"Wednesday",2,"control",247,245,245,245,245
"2263",227,31,"Monday",3,"control",247,246,246,246,246
"2264",227,31,"Wednesday",4,"control",247,247,247,247,247
"2265",227,31,"Monday",5,"control",247,244,244,244,244
"2266",227,31,"Wednesday",6,"control",247,246,246,246,246
"2267",227,31,"Monday",7,"control",247,249,249,249,249
"2268",227,31,"Wednesday",8,"control",247,245,245,245,245
"2269",227,31,"Monday",9,"control",247,253,253,253,253
"2270",227,31,"Wednesday",10,"control",247,245,245,245,245
"2271",228,35,"Monday",1,"control",245,253,253,253,253
"2272",228,35,"Wednesday",2,"control",245,247,247,247,247
"2273",228,35,"Monday",3,"control",245,243,243,243,243
"2274",228,35,"Wednesday",4,"control",245,245,245,245,245
"2275",228,35,"Monday",5,"control",245,246,246,246,246
"2276",228,35,"Wednesday",6,"control",245,242,242,242,242
"2277",228,35,"Monday",7,"control",245,246,246,246,246
"2278",228,35,"Wednesday",8,"control",245,246,246,246,246
"2279",228,35,"Monday",9,"control",245,243,243,243,243
"2280",228,35,"Wednesday",10,"control",245,240,240,240,240
"2281",229,40,"Monday",1,"control",248,247,247,247,247
"2282",229,40,"Wednesday",2,"control",248,253,253,253,253
"2283",229,40,"Monday",3,"control",248,243,243,NA,243
"2284",229,40,"Wednesday",4,"control",248,246,246,246,246
"2285",229,40,"Monday",5,"control",248,245,245,245,245
"2286",229,40,"Wednesday",6,"control",248,245,245,245,245
"2287",229,40,"Monday",7,"control",248,245,245,245,245
"2288",229,40,"Wednesday",8,"control",248,249,249,249,249
"2289",229,40,"Monday",9,"control",248,245,245,245,245
"2290",229,40,"Wednesday",10,"control",248,247,247,247,247
"2291",230,35,"Monday",1,"control",254,254,254,NA,254
"2292",230,35,"Wednesday",2,"control",254,253,253,253,253
"2293",230,35,"Monday",3,"control",254,247,247,247,247
"2294",230,35,"Wednesday",4,"control",254,253,253,253,253
"2295",230,35,"Monday",5,"control",254,255,255,NA,255
"2296",230,35,"Wednesday",6,"control",254,254,254,254,254
"2297",230,35,"Monday",7,"control",254,251,251,251,251
"2298",230,35,"Wednesday",8,"control",254,249,249,249,249
"2299",230,35,"Monday",9,"control",254,254,254,254,254
"2300",230,35,"Wednesday",10,"control",254,251,251,251,251
"2301",231,32,"Monday",1,"control",245,249,NA,249,249
"2302",231,32,"Wednesday",2,"control",245,249,249,249,249
"2303",231,32,"Monday",3,"control",245,243,NA,243,243
"2304",231,32,"Wednesday",4,"control",245,241,241,241,241
"2305",231,32,"Monday",5,"control",245,248,NA,248,248
"2306",231,32,"Wednesday",6,"control",245,243,243,243,243
"2307",231,32,"Monday",7,"control",245,243,NA,243,243
"2308",231,32,"Wednesday",8,"control",245,246,246,246,246
"2309",231,32,"Monday",9,"control",245,244,NA,244,244
"2310",231,32,"Wednesday",10,"control",245,245,245,245,245
"2311",232,39,"Monday",1,"control",258,260,260,260,260
"2312",232,39,"Wednesday",2,"control",258,259,259,259,259
"2313",232,39,"Monday",3,"control",258,254,254,254,254
"2314",232,39,"Wednesday",4,"control",258,254,254,254,254
"2315",232,39,"Monday",5,"control",258,257,257,257,257
"2316",232,39,"Wednesday",6,"control",258,256,256,256,256
"2317",232,39,"Monday",7,"control",258,255,255,255,255
"2318",232,39,"Wednesday",8,"control",258,255,255,255,255
"2319",232,39,"Monday",9,"control",258,254,254,254,254
"2320",232,39,"Wednesday",10,"control",258,261,261,261,261
"2321",233,37,"Monday",1,"control",238,236,236,236,236
"2322",233,37,"Wednesday",2,"control",238,242,242,242,242
"2323",233,37,"Monday",3,"control",238,240,240,240,240
"2324",233,37,"Wednesday",4,"control",238,237,237,237,237
"2325",233,37,"Monday",5,"control",238,237,237,237,237
"2326",233,37,"Wednesday",6,"control",238,238,238,238,238
"2327",233,37,"Monday",7,"control",238,229,229,229,229
"2328",233,37,"Wednesday",8,"control",238,244,244,244,244
"2329",233,37,"Monday",9,"control",238,239,239,239,239
"2330",233,37,"Wednesday",10,"control",238,238,238,238,238
"2331",234,39,"Monday",1,"control",244,241,241,241,241
"2332",234,39,"Wednesday",2,"control",244,246,246,246,246
"2333",234,39,"Monday",3,"control",244,244,244,244,244
"2334",234,39,"Wednesday",4,"control",244,239,239,239,239
"2335",234,39,"Monday",5,"control",244,246,246,246,246
"2336",234,39,"Wednesday",6,"control",244,248,248,248,248
"2337",234,39,"Monday",7,"control",244,243,243,243,243
"2338",234,39,"Wednesday",8,"control",244,247,247,247,247
"2339",234,39,"Monday",9,"control",244,247,247,247,247
"2340",234,39,"Wednesday",10,"control",244,239,239,NA,239
"2341",235,40,"Monday",1,"control",251,250,250,250,250
"2342",235,40,"Wednesday",2,"control",251,249,249,249,249
"2343",235,40,"Monday",3,"control",251,255,255,255,255
"2344",235,40,"Wednesday",4,"control",251,253,253,253,253
"2345",235,40,"Monday",5,"control",251,253,253,NA,253
"2346",235,40,"Wednesday",6,"control",251,255,255,255,255
"2347",235,40,"Monday",7,"control",251,252,252,252,252
"2348",235,40,"Wednesday",8,"control",251,252,252,252,252
"2349",235,40,"Monday",9,"control",251,247,247,247,247
"2350",235,40,"Wednesday",10,"control",251,255,255,255,255
"2351",236,37,"Monday",1,"control",254,250,250,250,250
"2352",236,37,"Wednesday",2,"control",254,253,253,NA,253
"2353",236,37,"Monday",3,"control",254,254,254,254,254
"2354",236,37,"Wednesday",4,"control",254,253,253,253,253
"2355",236,37,"Monday",5,"control",254,251,251,251,251
"2356",236,37,"Wednesday",6,"control",254,255,255,255,255
"2357",236,37,"Monday",7,"control",254,259,259,259,259
"2358",236,37,"Wednesday",8,"control",254,251,251,251,251
"2359",236,37,"Monday",9,"control",254,251,251,251,251
"2360",236,37,"Wednesday",10,"control",254,248,248,248,248
"2361",237,31,"Monday",1,"control",261,257,257,257,257
"2362",237,31,"Wednesday",2,"control",261,256,256,256,256
"2363",237,31,"Monday",3,"control",261,261,261,261,261
"2364",237,31,"Wednesday",4,"control",261,260,260,260,260
"2365",237,31,"Monday",5,"control",261,261,261,261,261
"2366",237,31,"Wednesday",6,"control",261,258,258,258,258
"2367",237,31,"Monday",7,"control",261,263,263,263,263
"2368",237,31,"Wednesday",8,"control",261,260,260,260,260
"2369",237,31,"Monday",9,"control",261,261,261,261,261
"2370",237,31,"Wednesday",10,"control",261,259,259,259,259
"2371",238,35,"Monday",1,"control",263,263,263,263,263
"2372",238,35,"Wednesday",2,"control",263,260,260,260,260
"2373",238,35,"Monday",3,"control",263,263,263,263,263
"2374",238,35,"Wednesday",4,"control",263,266,266,266,NA
"2375",238,35,"Monday",5,"control",263,264,264,264,264
"2376",238,35,"Wednesday",6,"control",263,268,268,NA,NA
"2377",238,35,"Monday",7,"control",263,269,269,269,NA
"2378",238,35,"Wednesday",8,"control",263,260,260,260,260
"2379",238,35,"Monday",9,"control",263,266,266,266,NA
"2380",238,35,"Wednesday",10,"control",263,268,268,268,NA
"2381",239,40,"Monday",1,"control",259,262,262,262,262
"2382",239,40,"Wednesday",2,"control",259,260,260,260,260
"2383",239,40,"Monday",3,"control",259,259,259,259,259
"2384",239,40,"Wednesday",4,"control",259,263,263,263,263
"2385",239,40,"Monday",5,"control",259,264,264,264,264
"2386",239,40,"Wednesday",6,"control",259,263,263,263,263
"2387",239,40,"Monday",7,"control",259,259,259,NA,259
"2388",239,40,"Wednesday",8,"control",259,254,254,254,254
"2389",239,40,"Monday",9,"control",259,265,265,265,265
"2390",239,40,"Wednesday",10,"control",259,264,264,NA,264
"2391",240,35,"Monday",1,"control",252,252,252,252,252
"2392",240,35,"Wednesday",2,"control",252,254,254,254,254
"2393",240,35,"Monday",3,"control",252,253,253,253,253
"2394",240,35,"Wednesday",4,"control",252,250,250,250,250
"2395",240,35,"Monday",5,"control",252,253,253,253,253
"2396",240,35,"Wednesday",6,"control",252,253,253,253,253
"2397",240,35,"Monday",7,"control",252,246,246,246,246
"2398",240,35,"Wednesday",8,"control",252,254,254,254,254
"2399",240,35,"Monday",9,"control",252,252,252,252,252
"2400",240,35,"Wednesday",10,"control",252,254,254,254,254
"2401",241,32,"Monday",1,"control",246,248,NA,248,248
